RegionID,SizeRank,RegionName,RegionType,State,City,Metro,CountyName,10_31_2023,11_30_2023,12_31_2023,1_31_2024,March292024
71018,4448,30296,zip,GA,Riverdale,"Atlanta-Sandy Springs-Alpharetta, GA",Clayton County,248033.5303,248144.9212,248250.3568,248653.5357,249721
70914,4480,30141,zip,GA,Hiram,"Atlanta-Sandy Springs-Alpharetta, GA",Paulding County,321010.2672,321000.1109,321224.5947,321511.6924,322090
71340,4548,30904,zip,GA,Augusta,"Augusta-Richmond County, GA-SC",Richmond County,150705.9314,150695.9195,150469.3616,150274.5736,150568
71026,4556,30306,zip,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,1003876.919,1009672.585,1011558.531,1010578.66,1012365
70807,4565,30021,zip,GA,Clarkston,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,301413.8971,302474.5674,303651.6619,304558.7613,305950
70861,4568,30082,zip,GA,Smyrna,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,453294.1328,455093.5294,456518.9326,457616.2298,459188
70804,4572,30017,zip,GA,Grayson,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,433594.7735,433691.7425,433783.4178,433842.1573,434482
70973,4588,30233,zip,GA,Jackson,"Atlanta-Sandy Springs-Alpharetta, GA",Butts County,272702.7959,273965.9876,274670.4492,274846.2683,275153
71029,4610,30309,zip,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,908173.5188,913459.032,916120.2511,915955.7951,915114
71025,4619,30305,zip,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,1111652.284,1120076.561,1124839.767,1126266.604,1127787
71157,4688,30504,zip,GA,Gainesville,"Gainesville, GA",Hall County,356513.0305,357044.2036,357309.7115,357576.7554,358549
71019,4728,30297,zip,GA,Forest Park,"Atlanta-Sandy Springs-Alpharetta, GA",Clayton County,176950.1893,176718.2091,176303.5716,176897.1997,178087
70902,4793,30125,zip,GA,Cedartown,"Cedartown, GA",Polk County,182750.9361,183317.5348,183392.0621,183942.5682,185027
70800,4796,30013,zip,GA,Conyers,"Atlanta-Sandy Springs-Alpharetta, GA",Rockdale County,321952.9557,321257.4863,320703.9011,320730.7155,321394
71063,4812,30345,zip,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,599687.9272,603145.3325,605389.444,605772.1966,606944
70893,4851,30116,zip,GA,Carrollton,"Atlanta-Sandy Springs-Alpharetta, GA",Carroll County,275545.9345,276386.1987,276823.9194,277390.4406,278113
70979,4894,30241,zip,GA,Lagrange,"LaGrange, GA-AL",Troup County,192670.7627,194361.5318,195475.7986,196012.6185,196995
70936,4961,30168,zip,GA,Austell,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,286984.2311,287452.6991,287799.3938,288228.8625,289029
71679,4987,31792,zip,GA,Thomasville,"Thomasville, GA",Thomas County,179211.8774,180076.5226,181257.6533,182582.7578,183340
70898,5052,30121,zip,GA,Cartersville,"Atlanta-Sandy Springs-Alpharetta, GA",Bartow County,296934.3501,297252.0626,297668.2141,297855.743,298424
70883,5076,30106,zip,GA,Austell,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,307193.2774,307329.8176,307347.7014,307465.0333,308279
71260,5145,30655,zip,GA,Monroe,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,338577.4226,339464.6993,339590.9408,339575.1365,340262
71176,5148,30528,zip,GA,Cleveland,,White County,303978.0217,305528.8722,306901.9031,307952.5051,308970
71593,5152,31605,zip,GA,Valdosta,"Valdosta, GA",Lowndes County,232987.2006,233375.6685,233767.7144,234404.6078,235087
71225,5157,30601,zip,GA,Athens,"Athens-Clarke County, GA",Clarke County,249067.0966,250139.9045,251418.6641,253025.9479,254466
71510,5179,31326,zip,GA,Rincon,"Savannah, GA",Effingham County,308944.3017,310864.4096,312234.1163,313396.4559,314895
71628,5191,31707,zip,GA,Albany,"Albany, GA",Dougherty County,129513.1275,129759.6668,129917.8091,130391.9859,131357
71032,5199,30312,zip,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,554140.7069,557170.1463,560657.3593,563112.9092,564316
71539,5209,31503,zip,GA,Waycross,"Waycross, GA",Ware County,122107.0634,122927.3871,123365.6799,123303.6532,122712
71013,5286,30291,zip,GA,Union City,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,262529.8614,262330.4049,262030.761,262196.983,262318
70820,5300,30035,zip,GA,Decatur,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,247167.0442,247336.2628,247879.235,248136.0594,248692
71525,5375,31410,zip,GA,Savannah,"Savannah, GA",Chatham County,452489.9683,456190.7688,459334.1318,461359.07,463119
71046,5384,30327,zip,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,1535927.182,1539850.397,1542362.751,1545141.261,1550642
71008,5400,30286,zip,GA,Thomaston,"Thomaston, GA",Upson County,159084.2208,159835.3705,160072.8038,159481.0428,158985
71418,5459,31069,zip,GA,Perry,"Warner Robins, GA",Houston County,243181.4326,244198.6258,244832.8057,245344.0182,245757
71034,5467,30314,zip,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,238958.2209,239655.7853,239622.9155,240516.9667,241972
71547,5478,31520,zip,GA,Brunswick,"Brunswick, GA",Glynn County,132317.5048,132618.8737,132625.289,132704.4699,133312
71659,5499,31768,zip,GA,Moultrie,"Moultrie, GA",Colquitt County,112830.3348,114158.0434,115161.9254,116112.0226,116650
70916,5547,30143,zip,GA,Jasper,"Atlanta-Sandy Springs-Alpharetta, GA",Pickens County,399069.4144,401189.1764,402251.0703,402488.1272,402685
71576,5605,31558,zip,GA,Saint Marys,"St. Marys, GA",Camden County,288821.5917,289968.83,290870.3507,291376.3222,291913
71028,5628,30308,zip,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,676465.2477,678879.2122,680178.9417,678983.8157,677404
71498,5655,31312,zip,GA,Guyton,"Savannah, GA",Effingham County,321791.1603,323220.2175,325011.8468,327380.3841,329953
71027,5695,30307,zip,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,760356.1507,766681.803,770394.305,771226.1897,772790
71162,5746,30512,zip,GA,Blairsville,,Union County,357476.3391,358658.3326,359315.2939,359376.9565,359253
71217,5763,30577,zip,GA,Toccoa,"Toccoa, GA",Stephens County,197766.0897,199235.8288,200014.8974,200366.5705,200636
71718,5814,31906,zip,GA,Columbus,"Columbus, GA-AL",Muscogee County,115730.338,116648.405,116802.3801,116999.4831,117451
71195,5866,30548,zip,GA,Braselton,"Atlanta-Sandy Springs-Alpharetta, GA",Barrow County,470846.0842,472749.9791,474289.2979,475733.521,477664
71273,5874,30677,zip,GA,Watkinsville,"Athens-Clarke County, GA",Oconee County,470409.4066,473317.2463,476933.5187,480556.9283,484225
71377,5918,31024,zip,GA,Eatonton,,Putnam County,376875.5447,378715.9298,379726.2907,378866.7262,377302
71566,5930,31548,zip,GA,Kingsland,"St. Marys, GA",Camden County,278147.7583,278906.4647,279118.1008,279125.373,279527
71361,5947,31008,zip,GA,Byron,"Warner Robins, GA",Peach County,244730.0542,245788.7908,246239.94,246451.5832,246518
71638,6034,31721,zip,GA,Albany,"Albany, GA",Dougherty County,217052.0895,217629.3497,217987.8847,218403.718,218836
70796,6053,30009,zip,GA,Alpharetta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,710732.2739,717865.8901,723706.0141,727042.0812,728967
71358,6109,31005,zip,GA,Bonaire,"Warner Robins, GA",Houston County,278923.8641,279711.2663,280353.4988,281269.9272,282429
71291,6225,30728,zip,GA,Lafayette,"Chattanooga, TN-GA",Walker County,199345.164,199820.9761,199945.7614,199960.1329,199714
71003,6374,30276,zip,GA,Senoia,"Atlanta-Sandy Springs-Alpharetta, GA",Coweta County,465283.1467,468675.2593,472665.0549,475941.8546,478329
71368,6407,31015,zip,GA,Cordele,"Cordele, GA",Crisp County,123723.6976,124011.4565,123788.9343,123489.8679,122809
71187,6408,30540,zip,GA,Ellijay,,Gilmer County,367955.1446,368975.194,368877.613,368136.6381,367655
71261,6409,30656,zip,GA,Monroe,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,365828.289,367162.0655,368063.9259,369003.2549,370316
70926,6487,30153,zip,GA,Rockmart,"Cedartown, GA",Polk County,246306.8497,246965.9654,247034.4314,247092.2655,247707
71004,6508,30277,zip,GA,Sharpsburg,"Atlanta-Sandy Springs-Alpharetta, GA",Coweta County,413180.1473,414929.8749,416624.479,417973.3794,419661
71650,6551,31750,zip,GA,Fitzgerald,"Fitzgerald, GA",Ben Hill County,112213.7615,111525.7143,111094.5213,111175.1775,111713
71715,6573,31903,zip,GA,Columbus,"Columbus, GA-AL",Muscogee County,58663.01465,59106.74192,59406.35228,59905.87772,60377
71144,6583,30461,zip,GA,Statesboro,"Statesboro, GA",Bulloch County,283066.5854,285297.1795,286877.244,288368.5762,289763
71383,6789,31030,zip,GA,Fort Valley,"Warner Robins, GA",Peach County,136591.4842,137357.4533,137820.5002,137907.6111,137483
71516,6818,31401,zip,GA,Savannah,"Savannah, GA",Chatham County,502403.4723,504260.3096,505627.8536,506842.9754,505645
70884,6911,30107,zip,GA,Ball Ground,"Atlanta-Sandy Springs-Alpharetta, GA",Cherokee County,432922.2529,436405.2246,439097.0005,440724.0817,441415
71479,6938,31216,zip,GA,Macon,"Macon-Bibb County, GA",Bibb County,228196.977,229542.1418,230601.5779,231042.2655,231505
70946,6943,30179,zip,GA,Temple,"Atlanta-Sandy Springs-Alpharetta, GA",Carroll County,276603.8734,277893.0954,278703.3662,279248.9329,279928
71622,6953,31701,zip,GA,Albany,"Albany, GA",Dougherty County,70144.9512,70208.67616,70014.95912,70127.34852,70614
71399,7030,31047,zip,GA,Kathleen,"Warner Robins, GA",Houston County,336098.4832,337170.0543,337891.6986,338835.9882,339997
71280,7057,30707,zip,GA,Chickamauga,"Chattanooga, TN-GA",Walker County,237983.5215,238283.7591,238650.8482,239068.9153,239418
70798,7061,30011,zip,GA,Auburn,"Atlanta-Sandy Springs-Alpharetta, GA",Barrow County,366867.1025,367301.1034,367654.7201,368219.7554,369421
71549,7074,31522,zip,GA,Saint Simons Island,"Brunswick, GA",Glynn County,703014.135,707856.7059,712599.7288,716004.6895,718810
71542,7156,31513,zip,GA,Baxley,,Appling County,140926.2383,141866.3883,142311.1853,142407.632,142462
71630,7167,31709,zip,GA,Americus,"Americus, GA",Sumter County,126104.5395,126611.458,126823.5825,127180.7123,127846
71382,7189,31029,zip,GA,Forsyth,"Macon-Bibb County, GA",Monroe County,281530.4157,281716.946,282310.0282,282259.1323,282105
71334,7192,30824,zip,GA,Thomson,"Augusta-Richmond County, GA-SC",McDuffie County,168839.9457,169991.76,170189.4104,170160.6969,170603
71338,7214,30901,zip,GA,Augusta,"Augusta-Richmond County, GA-SC",Richmond County,68997.85643,69329.37834,69348.70184,69385.12938,70048
71699,7273,31820,zip,GA,Midland,"Columbus, GA-AL",Muscogee County,358709.7449,359240.8789,359459.8584,359425.3087,359885
71076,7313,30360,zip,GA,Dunwoody,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,487705.565,491507.8198,494902.0622,497070.1554,498827
71305,7321,30747,zip,GA,Summerville,"Summerville, GA",Chattooga County,162202.3984,162853.927,163086.7565,163178.148,163148
71522,7355,31407,zip,GA,Port Wentworth,"Savannah, GA",Chatham County,295899.2206,296985.2163,297856.543,298764.7204,300272
71167,7491,30517,zip,GA,Braselton,"Atlanta-Sandy Springs-Alpharetta, GA",Barrow County,434317.2772,434614.0427,434602.8651,434519.3021,435149
71000,7496,30273,zip,GA,Rex,"Atlanta-Sandy Springs-Alpharetta, GA",Clayton County,249973.6035,250333.6674,250638.5424,250892.9922,251403
71150,7538,30474,zip,GA,Vidalia,"Vidalia, GA",Toombs County,163351.0982,165318.3479,166777.5003,167380.3231,168047
71070,7623,30354,zip,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,233994.0463,235247.2767,236338.8394,237262.6303,237970
71563,7642,31545,zip,GA,Jesup,"Jesup, GA",Wayne County,178182.1039,179070.1948,179399.2757,179390.5551,179657
70887,7692,30110,zip,GA,Bremen,"Atlanta-Sandy Springs-Alpharetta, GA",Haralson County,259569.2186,260841.9459,262073.1987,263399.9759,265185
75442,7705,39828,zip,GA,Cairo,,Grady County,148018.7942,148023.5726,147553.2368,147226.6137,147244
71481,7741,31220,zip,GA,Macon,"Macon-Bibb County, GA",Bibb County,228983.9578,229496.1168,229641.0617,229227.0605,228856
71476,7754,31211,zip,GA,Macon,"Macon-Bibb County, GA",Bibb County,159103.9117,159222.1826,159196.9091,158539.7809,158326
71236,7792,30620,zip,GA,Bethlehem,"Atlanta-Sandy Springs-Alpharetta, GA",Barrow County,350950.8636,352133.0888,352977.6362,353870.6704,355214
71249,7818,30635,zip,GA,,,Elbert County,149736.5499,150915.4158,151192.8264,150959.7927,150573
71254,7837,30643,zip,GA,Hartwell,,Hart County,292060.1004,293354.2877,294046.9861,293841.0945,293604
71544,7853,31516,zip,GA,Blackshear,"Waycross, GA",Pierce County,165709.3029,166669.9552,166865.2725,166598.7582,166183
71336,7875,30830,zip,GA,Waynesboro,"Augusta-Richmond County, GA-SC",Burke County,152438.8373,151775.5632,150747.972,149581.2771,148609
71385,7896,31032,zip,GA,Gray,"Macon-Bibb County, GA",Jones County,253171.3779,253526.0392,254041.632,254284.3288,254996
71529,7911,31415,zip,GA,Savannah,"Savannah, GA",Chatham County,128890.1794,130784.1112,131972.521,133878.4433,135589
71480,7942,31217,zip,GA,,"Macon-Bibb County, GA",Bibb County,89484.82512,89054.32278,88467.37945,87372.19931,86434
71605,7990,31632,zip,GA,,"Valdosta, GA",Lowndes County,269431.0488,269592.6849,269608.2502,269587.6531,269732
70880,7990,30103,zip,GA,Adairsville,"Atlanta-Sandy Springs-Alpharetta, GA",Bartow County,280011.9631,280706.2105,281251.0691,282043.955,283311
71559,7994,31539,zip,GA,Hazlehurst,,Jeff Davis County,123133.2141,124412.3313,125124.812,125123.2869,124437
71037,8058,30317,zip,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,551734.7226,555547.5053,558540.9046,559964.6401,561770
70955,8063,30204,zip,GA,Barnesville,"Atlanta-Sandy Springs-Alpharetta, GA",Lamar County,224498.2292,226573.3487,228349.8548,229336.7559,229926
71376,8089,31023,zip,GA,Eastman,,Dodge County,130799.3351,130503.4654,129307.5135,128436.8268,128138
71550,8136,31523,zip,GA,Brunswick,"Brunswick, GA",Glynn County,305110.7318,306365.0058,307428.2316,308568.609,309602
71555,8160,31533,zip,GA,Douglas,"Douglas, GA",Coffee County,127462.5539,127478.7501,127160.7858,126304.0694,125363
71537,8205,31501,zip,GA,Waycross,"Waycross, GA",Ware County,111970.3453,112120.8165,112500.9003,112884.4443,112994
71253,8387,30642,zip,GA,Greensboro,,Greene County,689582.8168,689736.2549,687285.8215,682606.3047,678103
71105,8447,30401,zip,GA,Swainsboro,,Emanuel County,107786.2841,108108.4453,108124.5195,107992.4188,107843
71259,8530,30650,zip,GA,Madison,"Atlanta-Sandy Springs-Alpharetta, GA",Morgan County,388789.5188,390857.6501,392633.0104,393475.2192,394204
71055,8589,30337,zip,GA,College Park,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,312105.7206,313291.8132,313621.8366,313878.9316,315199
71163,8641,30513,zip,GA,Blue Ridge,,Fannin County,494045.0151,495717.1438,494647.3925,491658.7751,488897
71238,8652,30622,zip,GA,Bogart,"Athens-Clarke County, GA",Oconee County,440712.0757,442712.9327,444738.5455,446660.9384,449063
71173,8675,30523,zip,GA,Clarkesville,"Cornelia, GA",Habersham County,331971.5935,332802.4624,332869.0565,332919.7801,332968
75436,8683,39819,zip,GA,Bainbridge,"Bainbridge, GA",Decatur County,175592.6138,176365.0093,176773.5944,176743.2263,176566
71502,8722,31316,zip,GA,Ludowici,"Hinesville, GA",Long County,268560.5007,269344.1102,269892.9074,270630.6259,271832
71123,8743,30436,zip,GA,Lyons,"Vidalia, GA",Toombs County,135401.8011,136953.9365,137914.8395,138097.1842,138386
71367,8750,31014,zip,GA,Cochran,,Bleckley County,150354.6144,150187.2824,149828.2082,149388.3516,148998
71557,8752,31535,zip,GA,Douglas,"Douglas, GA",Coffee County,196319.8515,196901.4936,196963.7062,196419.7781,196253
71010,8961,30288,zip,GA,Conley,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,219555.4635,219138.0164,219035.244,219330.8772,220394
71146,9064,30467,zip,GA,Sylvania,,Screven County,153972.2682,154759.2393,154565.6596,153861.6997,153187
71324,9073,30814,zip,GA,Harlem,"Augusta-Richmond County, GA-SC",Columbia County,240212.1445,241099.5679,241636.1193,242203.0329,242595
71179,9080,30531,zip,GA,Cornelia,"Cornelia, GA",Habersham County,248676.2528,249621.7595,250265.8757,250973.5143,251878
71595,9097,31620,zip,GA,Adel,,Cook County,147641.9525,148114.007,148138.1311,147884.5717,147842
70995,9220,30268,zip,GA,Palmetto,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,327988.9583,328908.8818,329950.908,330944.0552,332211
71231,9250,30607,zip,GA,Athens,"Athens-Clarke County, GA",Clarke County,284108.5648,285562.0156,286925.7912,288071.2557,289384
70836,9270,30054,zip,GA,Oxford,"Atlanta-Sandy Springs-Alpharetta, GA",Newton County,323443.1173,324162.5291,324867.368,325818.2675,327096
71112,9304,30417,zip,GA,Claxton,,Evans County,144386.2532,144929.1695,145245.2642,145553.0264,145545
71490,9380,31302,zip,GA,Bloomingdale,"Savannah, GA",Effingham County,287196.8175,289528.6752,291474.3503,293150.0831,294483
70811,9397,30025,zip,GA,Social Circle,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,342439.3215,342958.4546,342882.8061,343079.9228,344122
71177,9432,30529,zip,GA,Commerce,"Jefferson, GA",Jackson County,286560.3318,288412.5429,290371.8284,292329.2111,294535
71012,9489,30290,zip,GA,Tyrone,"Atlanta-Sandy Springs-Alpharetta, GA",Fayette County,498282.7356,500265.707,501454.7779,502431.5895,503894
75434,9490,39817,zip,GA,Bainbridge,"Bainbridge, GA",Decatur County,135439.796,136371.275,136877.3099,136797.7433,136609
71611,9499,31639,zip,GA,Nashville,,Berrien County,160247.1387,160457.8059,160361.0355,160324.6376,160676
71310,9526,30755,zip,GA,Tunnel Hill,"Chattanooga, TN-GA",Catoosa County,214326.3602,215710.6538,216763.9352,217231.706,218066
70972,9601,30230,zip,GA,Hogansville,"LaGrange, GA-AL",Troup County,200121.8523,201915.8096,203273.9825,204288.5933,205698
71608,9602,31636,zip,GA,Valdosta,"Valdosta, GA",Lowndes County,235973.4021,236820.9676,237381.6379,237483.4481,237380
71505,9609,31320,zip,GA,Midway,"Hinesville, GA",Liberty County,257717.6142,258899.7742,260148.0075,261739.6012,263080
71675,9661,31788,zip,GA,Moultrie,"Moultrie, GA",Colquitt County,156556.7693,157770.5809,158559.3954,158841.9565,158632
71389,9665,31036,zip,GA,Hawkinsville,,Pulaski County,155992.6685,156499.2154,156848.5442,157586.5165,158183
71678,9708,31791,zip,GA,Sylvester,"Albany, GA",Worth County,135045.5939,136999.9815,138399.7773,139171.5342,139532
71033,9724,30313,zip,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,506517.2856,507010.063,508636.9694,511247.4249,514544
71125,9733,30439,zip,GA,Metter,,Candler County,123897.1899,125115.7059,125284.6723,125091.6661,125261
71428,9737,31082,zip,GA,Sandersville,,Washington County,126815.3454,127156.347,127246.7616,127196.3835,127084
70963,9772,30217,zip,GA,Franklin,"Atlanta-Sandy Springs-Alpharetta, GA",Heard County,214894.2587,216487.3073,217349.5317,217539.0425,218014
71119,9820,30427,zip,GA,Glennville,,Tattnall County,171715.083,172144.692,172323.1789,172613.7442,173199
71413,9827,31064,zip,GA,Monticello,"Atlanta-Sandy Springs-Alpharetta, GA",Jasper County,266642.3463,268377.507,269907.7303,270987.1172,271671
71506,9838,31321,zip,GA,Pembroke,"Savannah, GA",Bryan County,224393.6813,227104.8448,228741.0389,229760.5504,230898
71641,9878,31730,zip,GA,Camilla,,Mitchell County,131874.2539,133400.7045,134344.0819,135078.5508,135445
71267,9881,30666,zip,GA,Statham,"Atlanta-Sandy Springs-Alpharetta, GA",Barrow County,370607.5301,371598.8062,371776.8828,371391.9261,371811
71653,9896,31757,zip,GA,Thomasville,"Thomasville, GA",Thomas County,238147.2728,239434.4545,240538.727,241679.1163,242373
71523,9976,31408,zip,GA,Garden City,"Savannah, GA",Chatham County,202027.4594,204798.9214,206702.0032,207494.1383,208012
71564,10001,31546,zip,GA,Jesup,"Jesup, GA",Wayne County,166384.9862,167070.3747,166760.1138,165795.0676,164739
70918,10065,30145,zip,GA,Kingston,"Atlanta-Sandy Springs-Alpharetta, GA",Bartow County,286908.3044,287301.1206,287224.4685,286982.0446,287061
71572,10091,31554,zip,GA,Nicholls,"Douglas, GA",Coffee County,126206.6826,127286.5388,127012.4417,125591.0746,123829
71160,10123,30510,zip,GA,Alto,"Cornelia, GA",Habersham County,248074.4445,249702.543,250833.3295,251509.9812,251982
71680,10128,31793,zip,GA,Tifton,"Tifton, GA",Tift County,237748.9678,238518.3228,239138.0289,239523.2439,239857
71614,10207,31643,zip,GA,Quitman,"Valdosta, GA",Brooks County,132187.928,132656.7427,132307.414,131203.8049,130346
71540,10259,31510,zip,GA,Alma,,Bacon County,135371.2467,136209.4091,135358.278,133488.0445,131201
71513,10273,31329,zip,GA,Clyo,"Savannah, GA",Effingham County,262225.8903,263724.0591,264824.4576,266202.4162,268281
70952,10292,30187,zip,GA,Winston,"Atlanta-Sandy Springs-Alpharetta, GA",Douglas County,343494.8186,344905.1485,346152.1049,346705.1293,347188
71380,10294,31027,zip,GA,East Dublin,"Dublin, GA",Laurens County,113762.5521,112841.3745,112495.6319,112748.7896,113730
